state,district,year,JAN-RF,JAN-DEP,FEB-RF,FEB-DEP,MAR-RF,MAR-DEP,APR-RF,APR-DEP,MAY-RF,MAY-DEP,JUN-RF,JUN-DEP,JUL-RF,JUL-DEP,AUG-RF,AUG-DEP,SEP-RF,SEP-DEP,OCT-RF,OCT-DEP,NOV-RF,NOV-DEP,DEC-RF,DEC-DEP
up,pratapgarh.txt,2010,6.7,-62,23.6,83,0.0,-100,0.0,-100,26.0,152,0.0,-100,249.3,-20,228.6,-23,168.3,-15,3.3,-91,12.0,90
up,pratapgarh.txt,2011,0.0,-100,12.5,26,0.0,-100,0.0,-100,35.3,292,159.6,95,179.2,-38,194.4,-32,244.5,24,0.0,-100,0.0,-100
up,pratapgarh.txt,2012,32.3,113,2.0,-80,0.0,-100,1.0,-50,0.0,-100,23.0,-72,305.6,6,166.6,-41,218.7,11,0.8,-98,0.0,-100
haryana,jhajjar.txt,2008,139.9,398,150.0,3,198.9,42,123.5,89,0.0,-100,0.0,-100
haryana,jhajjar.txt,2009,0.0,-100,0.0,-100,0.3,-96,14.0,137,9.0,1,4.3,-85,97.7,-33,72.6,-48,183.0,180,0.0,-100,0.0,-100
haryana,jhajjar.txt,2010,0.0,-100,5.3,-57,0.0,-100,0.0,-100,0.0,-100,0.0,-100,99.7,-32,238.3,70,142.4,118,0.0,-100,0.0,-100
haryana,jhajjar.txt,2011,0.0,-100,5.2,-58,0.0,-100,0.0,-100,24.5,131,52.5,53,108.8,-32,50.8,-66,89.5,24,0.0,-100,0.0,-100
haryana,jhajjar.txt,2012,0.8,-94,0.0,-100,0.0,-100,5.5,-27,2.0,-81,3.0,-91,24.3,-85,144.2,-5,44.0,-39,4.0,-64,1.3,-62
mp,bhopal.txt,2008,0.0,-100,0.0,-100,11.6,59,1.8,-18,18.6,81,152.5,32,220.3,-38,187.4,-45,137.2,-31,1.1,-96,9.5,-11
mp,bhopal.txt,2009,36.3,119,0.0,-100,0.0,-100,2.6,18,0.0,-100,111.9,-3,528.3,48,110.6,-68,130.2,-34,143.1,366,104.0,872
mp,bhopal.txt,2010,12.4,-25,8.2,6,3.6,-51,0.0,-100,0.2,-98,76.7,-34,244.9,-31,200.0,-41,76.3,-62,46.0,50,113.4,960
mp,bhopal.txt,2011,0.0,-100,1.4,-80,1.8,-72,2.0,-20,0.3,-97,275.7,147,306.6,-9,348.9,-2,238.0,24,0.0,-100,0.0,-100
